Player Code,Game Code,Last Name,First Name,Pass Att,Pass Yard,Pass TD,Pass Int
1015206,5033120101009,Davis,Kevin,0,0,0,0
1015206,5051920101016,Davis,Kevin,0,0,0,0
1015206,774000520101023,Davis,Kevin,0,0,0,0
1015206,5004720101106,Davis,Kevin,0,0,0,0
1015206,414000520101117,Davis,Kevin,0,0,0,0
1015206,86000520101126,Davis,Kevin,0,0,0,0
1022884,5033420100918,Dillard,Jerrod,0,0,0,0
1022872,5051920101016,Fraley,Blake,0,0,0,0
1022872,774000520101023,Fraley,Blake,0,0,0,0
1022881,5051920101016,Frieson,Dee,0,0,0,0
1015207,5033420100918,Gilmer,Troy,0,0,0,0
1015207,503000520101002,Gilmer,Troy,0,0,0,0
1015207,5033120101009,Gilmer,Troy,0,0,0,0
1015207,5051920101016,Gilmer,Troy,0,0,0,0
1015207,774000520101023,Gilmer,Troy,0,0,0,0
1015207,5069020101030,Gilmer,Troy,0,0,0,0
1015207,5004720101106,Gilmer,Troy,0,0,0,0
1015207,414000520101117,Gilmer,Troy,0,0,0,0
1015207,86000520101126,Gilmer,Troy,0,0,0,0
1022863,774000520101023,Greenwood,Randy,0,0,0,0
1030836,5033120101009,Hall,Richard,0,0,0,0
1030836,5051920101016,Hall,Richard,0,0,0,0
1030836,774000520101023,Hall,Richard,0,0,0,0
1030836,5069020101030,Hall,Richard,0,0,0,0
1030836,5004720101106,Hall,Richard,0,0,0,0
1015230,688000520100904,Harvey,James,0,0,0,0
1015230,5033420100918,Harvey,James,0,0,0,0
1015230,5030620100925,Harvey,James,0,0,0,0
1015230,503000520101002,Harvey,James,0,0,0,0
1015230,5033120101009,Harvey,James,0,0,0,0
1015230,5051920101016,Harvey,James,0,0,0,0
1015230,5004720101106,Harvey,James,0,0,0,0
1015230,414000520101117,Harvey,James,0,0,0,0
1015229,688000520100904,Hazime,Hasan,0,0,0,0
1015229,1092000520100911,Hazime,Hasan,0,0,0,0
1015229,5033420100918,Hazime,Hasan,0,0,0,0
1015229,5030620100925,Hazime,Hasan,0,0,0,0
1015229,503000520101002,Hazime,Hasan,0,0,0,0
1015229,5033120101009,Hazime,Hasan,0,0,0,0
1015229,5051920101016,Hazime,Hasan,0,0,0,0
1015229,774000520101023,Hazime,Hasan,0,0,0,0
1015229,5069020101030,Hazime,Hasan,0,0,0,0
1015229,5004720101106,Hazime,Hasan,0,0,0,0
1015229,414000520101117,Hazime,Hasan,0,0,0,0
1015229,86000520101126,Hazime,Hasan,0,0,0,0
1030814,5033420100918,Holmes,Anthony,0,0,0,0
1030814,503000520101002,Holmes,Anthony,0,0,0,0
1030814,5033120101009,Holmes,Anthony,0,0,0,0
1030814,5051920101016,Holmes,Anthony,0,0,0,0
1030814,5069020101030,Holmes,Anthony,0,0,0,0
1030814,5004720101106,Holmes,Anthony,0,0,0,0
1030814,414000520101117,Holmes,Anthony,0,0,0,0
1030814,86000520101126,Holmes,Anthony,0,0,0,0
1000014,688000520100904,Iveljic,Igor,0,0,0,0
1000014,1092000520100911,Iveljic,Igor,0,0,0,0
1000014,5033420100918,Iveljic,Igor,0,0,0,0
1000014,5030620100925,Iveljic,Igor,0,0,0,0
1000014,503000520101002,Iveljic,Igor,0,0,0,0
1000014,5033120101009,Iveljic,Igor,0,0,0,0
1000014,5051920101016,Iveljic,Igor,0,0,0,0
1000014,774000520101023,Iveljic,Igor,0,0,0,0
1000014,5069020101030,Iveljic,Igor,0,0,0,0
1000014,5004720101106,Iveljic,Igor,0,0,0,0
1000014,414000520101117,Iveljic,Igor,0,0,0,0
1000014,86000520101126,Iveljic,Igor,0,0,0,0
1007927,5033120101009,Kasparek,Zac,0,0,0,0
1015226,1092000520100911,Ladrach,Rhyne,0,0,0,0
1015226,5030620100925,Ladrach,Rhyne,0,0,0,0
1022880,688000520100904,LaFrance,Jeremy,0,0,0,0
1022880,1092000520100911,LaFrance,Jeremy,0,0,0,0
1022880,5033420100918,LaFrance,Jeremy,0,0,0,0
1022880,5030620100925,LaFrance,Jeremy,0,0,0,0
1022880,503000520101002,LaFrance,Jeremy,0,0,0,0
1022880,5033120101009,LaFrance,Jeremy,0,0,0,0
1022880,5004720101106,LaFrance,Jeremy,0,0,0,0
1022880,414000520101117,LaFrance,Jeremy,0,0,0,0
1022880,86000520101126,LaFrance,Jeremy,0,0,0,0
1022864,503000520101002,Lartey,Emmanuel,0,0,0,0
1022864,5033120101009,Lartey,Emmanuel,0,0,0,0
1007936,688000520100904,Lemon,Shawn,0,0,0,0
1007936,1092000520100911,Lemon,Shawn,0,0,0,0
1007936,5033420100918,Lemon,Shawn,0,0,0,0
1007936,5030620100925,Lemon,Shawn,0,0,0,0
1007936,503000520101002,Lemon,Shawn,0,0,0,0
1007936,5033120101009,Lemon,Shawn,0,0,0,0
1007936,774000520101023,Lemon,Shawn,0,0,0,0
1007936,5069020101030,Lemon,Shawn,0,0,0,0
1007936,5004720101106,Lemon,Shawn,0,0,0,0
1007936,86000520101126,Lemon,Shawn,0,0,0,0
1007914,688000520100904,Little,Matt,0,0,0,0
1007914,1092000520100911,Little,Matt,0,0,0,0
1007914,5033420100918,Little,Matt,0,0,0,0
1007914,5030620100925,Little,Matt,0,0,0,0
1007914,503000520101002,Little,Matt,0,0,0,0
1007914,5033120101009,Little,Matt,0,0,0,0
1007914,5051920101016,Little,Matt,0,0,0,0
1007914,774000520101023,Little,Matt,0,0,0,0
1007914,5069020101030,Little,Matt,0,0,0,0
1007914,5004720101106,Little,Matt,0,0,0,0
1007914,414000520101117,Little,Matt,0,0,0,0
1007914,86000520101126,Little,Matt,0,0,0,0
1007921,688000520100904,Marcoux,Dan,0,0,0,0
1007921,1092000520100911,Marcoux,Dan,0,0,0,0
1007921,5033420100918,Marcoux,Dan,0,0,0,0
1007921,5030620100925,Marcoux,Dan,0,0,0,0
1007921,503000520101002,Marcoux,Dan,0,0,0,0
1007921,5033120101009,Marcoux,Dan,0,0,0,0
1007921,5051920101016,Marcoux,Dan,0,0,0,0
1007921,774000520101023,Marcoux,Dan,0,0,0,0
1007921,5069020101030,Marcoux,Dan,0,0,0,0
1007921,5004720101106,Marcoux,Dan,0,0,0,0
1007921,414000520101117,Marcoux,Dan,0,0,0,0
1007921,86000520101126,Marcoux,Dan,0,0,0,0
1015212,5033420100918,Martin,Dale,0,0,0,0
1015212,5004720101106,Martin,Dale,0,0,0,0
1030829,5030620100925,McCloskey,Patrick,0,0,0,0
1022879,5051920101016,Meriwether,Anthony,0,0,0,0
1022879,5004720101106,Meriwether,Anthony,0,0,0,0
1022879,414000520101117,Meriwether,Anthony,0,0,0,0
1030817,688000520100904,Miller,ShelDon,0,0,0,0
1030817,1092000520100911,Miller,ShelDon,0,0,0,0
1030817,5033420100918,Miller,ShelDon,0,0,0,0
1030817,5030620100925,Miller,ShelDon,0,0,0,0
1030817,503000520101002,Miller,ShelDon,0,0,0,0
1030817,774000520101023,Miller,ShelDon,0,0,0,0
1030817,5069020101030,Miller,ShelDon,0,0,0,0
1030817,5004720101106,Miller,ShelDon,0,0,0,0
1022859,688000520100904,Nicely,Patrick,35,111,0,0
1022859,1092000520100911,Nicely,Patrick,21,165,1,1
1022859,5033420100918,Nicely,Patrick,19,57,0,0
1022859,5030620100925,Nicely,Patrick,27,175,2,0
1022859,503000520101002,Nicely,Patrick,26,128,0,1
1022859,5033120101009,Nicely,Patrick,33,133,0,3
1022859,5051920101016,Nicely,Patrick,29,159,0,2
1022859,774000520101023,Nicely,Patrick,24,120,0,1
1022859,5069020101030,Nicely,Patrick,26,134,0,1
1022859,5004720101106,Nicely,Patrick,39,178,4,3
1022859,414000520101117,Nicely,Patrick,33,200,0,1
1022859,86000520101126,Nicely,Patrick,24,193,3,0
1030821,5033420100918,Plate,Nolan,0,0,0,0
1030821,5033120101009,Plate,Nolan,0,0,0,0
1030821,5051920101016,Plate,Nolan,0,0,0,0
1030821,774000520101023,Plate,Nolan,0,0,0,0
1030821,5004720101106,Plate,Nolan,0,0,0,0
1030809,774000520101023,Potts,Dylan,0,0,0,0
1030809,5069020101030,Potts,Dylan,0,0,0,0
1007934,688000520100904,Pride II,Gary,0,0,0,0
1007934,1092000520100911,Pride II,Gary,0,0,0,0
1007934,5033420100918,Pride II,Gary,0,0,0,0
1007934,5030620100925,Pride II,Gary,0,0,0,0
1007934,5033120101009,Pride II,Gary,0,0,0,0
1007934,5051920101016,Pride II,Gary,0,0,0,0
1007934,774000520101023,Pride II,Gary,0,0,0,0
1007934,5069020101030,Pride II,Gary,1,0,0,0
1007934,5004720101106,Pride II,Gary,0,0,0,0
1007934,414000520101117,Pride II,Gary,0,0,0,0
1007934,86000520101126,Pride II,Gary,0,0,0,0
1015210,688000520100904,Province,Jared,0,0,0,0
1015210,1092000520100911,Province,Jared,0,0,0,0
1015210,503000520101002,Province,Jared,0,0,0,0
1015210,414000520101117,Province,Jared,0,0,0,0
1007919,688000520100904,Rash,Joe,0,0,0,0
1007919,5033420100918,Rash,Joe,0,0,0,0
1015227,5033420100918,Richardson,Doug,0,0,0,0
1015227,5030620100925,Richardson,Doug,0,0,0,0
1015227,5033120101009,Richardson,Doug,0,0,0,0
1015227,5051920101016,Richardson,Doug,0,0,0,0
1015227,774000520101023,Richardson,Doug,0,0,0,0
1015208,688000520100904,Richmond,Josh,0,0,0,0
1015208,1092000520100911,Richmond,Josh,0,0,0,0
1015208,5030620100925,Richmond,Josh,0,0,0,0
1015208,503000520101002,Richmond,Josh,0,0,0,0
1015208,5051920101016,Richmond,Josh,0,0,0,0
1015208,774000520101023,Richmond,Josh,0,0,0,0
1015208,5069020101030,Richmond,Josh,0,0,0,0
1015208,5004720101106,Richmond,Josh,0,0,0,0
1015208,414000520101117,Richmond,Josh,0,0,0,0
1015208,86000520101126,Richmond,Josh,0,0,0,0
1007915,5033420100918,Rodgers,Matt,5,48,1,0
1007915,503000520101002,Rodgers,Matt,1,0,0,1
1007915,5051920101016,Rodgers,Matt,5,47,1,0
1015211,688000520100904,Rogovic,Branko,0,0,0,0
1015211,1092000520100911,Rogovic,Branko,0,0,0,0
1015211,5033420100918,Rogovic,Branko,0,0,0,0
1015211,5030620100925,Rogovic,Branko,0,0,0,0
1015211,503000520101002,Rogovic,Branko,0,0,0,0
1015211,5033120101009,Rogovic,Branko,0,0,0,0
1015211,5051920101016,Rogovic,Branko,0,0,0,0
1015211,774000520101023,Rogovic,Branko,0,0,0,0
1015211,5069020101030,Rogovic,Branko,0,0,0,0
1015211,5004720101106,Rogovic,Branko,0,0,0,0
1015211,414000520101117,Rogovic,Branko,0,0,0,0
1015211,86000520101126,Rogovic,Branko,0,0,0,0
1030819,1092000520100911,Russell,Antoine,0,0,0,0
1030819,5033420100918,Russell,Antoine,0,0,0,0
1030819,5030620100925,Russell,Antoine,0,0,0,0
1030819,5033120101009,Russell,Antoine,0,0,0,0
1030819,5051920101016,Russell,Antoine,0,0,0,0
1030819,774000520101023,Russell,Antoine,0,0,0,0
1030819,5069020101030,Russell,Antoine,0,0,0,0
1030818,503000520101002,Sconiers,Keith,0,0,0,0
1030818,5051920101016,Sconiers,Keith,0,0,0,0
1030818,774000520101023,Sconiers,Keith,0,0,0,0
1030818,5069020101030,Sconiers,Keith,0,0,0,0
1030818,86000520101126,Sconiers,Keith,0,0,0,0
1007918,688000520100904,Sewell,Almondo,0,0,0,0
1007918,1092000520100911,Sewell,Almondo,0,0,0,0
1007918,5033420100918,Sewell,Almondo,0,0,0,0
1007918,5030620100925,Sewell,Almondo,0,0,0,0
1007918,503000520101002,Sewell,Almondo,0,0,0,0
1007918,5033120101009,Sewell,Almondo,0,0,0,0
1007918,5051920101016,Sewell,Almondo,0,0,0,0
1007918,774000520101023,Sewell,Almondo,0,0,0,0
1007918,5004720101106,Sewell,Almondo,0,0,0,0
1007918,86000520101126,Sewell,Almondo,0,0,0,0
1022868,5033420100918,Steiner,Adam,0,0,0,0
1022868,774000520101023,Steiner,Adam,0,0,0,0
1022868,5069020101030,Steiner,Adam,0,0,0,0
1022868,5004720101106,Steiner,Adam,0,0,0,0
1007937,5033420100918,Stewart,Cowles,0,0,0,0
1007937,774000520101023,Stewart,Cowles,0,0,0,0
1015219,5051920101016,Straight,Mitch,0,0,0,0
1015219,5069020101030,Straight,Mitch,0,0,0,0
1015219,414000520101117,Straight,Mitch,0,0,0,0
66540,688000520100904,Team,Team,0,0,0,0
66540,1092000520100911,Team,Team,0,0,0,0
66540,5033420100918,Team,Team,0,0,0,0
66540,5030620100925,Team,Team,0,0,0,0
66540,503000520101002,Team,Team,0,0,0,0
66540,5033120101009,Team,Team,0,0,0,0
66540,5051920101016,Team,Team,0,0,0,0
66540,774000520101023,Team,Team,0,0,0,0
66540,5004720101106,Team,Team,0,0,0,0
66540,414000520101117,Team,Team,0,0,0,0
66540,86000520101126,Team,Team,0,0,0,0
1007907,688000520100904,Thomas,Mike,0,0,0,0
1007907,1092000520100911,Thomas,Mike,0,0,0,0
1007907,5033420100918,Thomas,Mike,0,0,0,0
1007907,5030620100925,Thomas,Mike,0,0,0,0
1007907,503000520101002,Thomas,Mike,0,0,0,0
1007907,5033120101009,Thomas,Mike,0,0,0,0
1007907,5051920101016,Thomas,Mike,0,0,0,0
1007907,774000520101023,Thomas,Mike,0,0,0,0
1007907,5069020101030,Thomas,Mike,0,0,0,0
1007907,5004720101106,Thomas,Mike,0,0,0,0
1007907,414000520101117,Thomas,Mike,0,0,0,0
1007907,86000520101126,Thomas,Mike,0,0,0,0
1015209,688000520100904,Wagner,Brian,0,0,0,0
1015209,1092000520100911,Wagner,Brian,0,0,0,0
1015209,5033420100918,Wagner,Brian,0,0,0,0
1015209,5030620100925,Wagner,Brian,0,0,0,0
1015209,503000520101002,Wagner,Brian,0,0,0,0
1015209,5033120101009,Wagner,Brian,0,0,0,0
1015209,5051920101016,Wagner,Brian,0,0,0,0
1015209,774000520101023,Wagner,Brian,0,0,0,0
1015209,5069020101030,Wagner,Brian,0,0,0,0
1015209,5004720101106,Wagner,Brian,0,0,0,0
1015209,414000520101117,Wagner,Brian,0,0,0,0
1015209,86000520101126,Wagner,Brian,0,0,0,0
1015218,688000520100904,Waller,Manley,0,0,0,0
1015218,1092000520100911,Waller,Manley,0,0,0,0
1015218,5033420100918,Waller,Manley,0,0,0,0
1015218,5030620100925,Waller,Manley,0,0,0,0
1015218,503000520101002,Waller,Manley,0,0,0,0
1015218,5033120101009,Waller,Manley,0,0,0,0
1015218,5051920101016,Waller,Manley,0,0,0,0
1015218,774000520101023,Waller,Manley,0,0,0,0
1015218,5069020101030,Waller,Manley,0,0,0,0
1015218,5004720101106,Waller,Manley,0,0,0,0
1015218,414000520101117,Waller,Manley,0,0,0,0
1015218,86000520101126,Waller,Manley,0,0,0,0
1022857,688000520100904,Weaver,Diamond,0,0,0,0
1022857,1092000520100911,Weaver,Diamond,0,0,0,0
1022857,5033420100918,Weaver,Diamond,0,0,0,0
1022857,5030620100925,Weaver,Diamond,0,0,0,0
1030825,86000520101126,Williams,Jamar,0,0,0,0
1000021,5051920101016,Woods,Corey,0,0,0,0
1000070,630000820100904,Alexander,Earl,0,0,0,0
1000070,8019320100918,Alexander,Earl,0,0,0,0
1000070,433000820101016,Alexander,Earl,0,0,0,0
1000070,8069420101023,Alexander,Earl,0,0,0,0
1000070,254000820101118,Alexander,Earl,0,0,0,0
1000070,8041620110101,Alexander,Earl,0,0,0,0
1022900,630000820100904,Atchison,Jonathan,0,0,0,0
1022900,254000820101118,Atchison,Jonathan,0,0,0,0
1022900,37000820101126,Atchison,Jonathan,0,0,0,0
1015245,630000820100904,Barron,Mark,0,0,0,0
1015245,539000820100911,Barron,Mark,0,0,0,0
1015245,8019320100918,Barron,Mark,0,0,0,0
1015245,8003120100925,Barron,Mark,0,0,0,0
1015245,235000820101002,Barron,Mark,0,0,0,0
1015245,8064820101009,Barron,Mark,0,0,0,0
1015245,433000820101016,Barron,Mark,0,0,0,0
1015245,8069420101023,Barron,Mark,0,0,0,0
1015245,8036520101106,Barron,Mark,0,0,0,0
1015245,430000820101113,Barron,Mark,0,0,0,0
1015245,254000820101118,Barron,Mark,0,0,0,0
1015245,37000820101126,Barron,Mark,0,0,0,0
1022908,433000820101016,Bell,Kenny,0,0,0,0
1022908,8069420101023,Bell,Kenny,0,0,0,0
1022908,254000820101118,Bell,Kenny,0,0,0,0
1015267,630000820100904,Billingsley,Undra,0,0,0,0
1015267,8041620110101,Billingsley,Undra,0,0,0,0
1030859,8019320100918,Buck,Hardie,0,0,0,0
1030859,235000820101002,Buck,Hardie,0,0,0,0
1030859,8064820101009,Buck,Hardie,0,0,0,0
1030859,433000820101016,Buck,Hardie,0,0,0,0
1030859,8041620110101,Buck,Hardie,0,0,0,0
1015264,254000820101118,Bullard,Drew,0,0,0,0
1007970,630000820100904,Chapman,Josh,0,0,0,0
1007970,539000820100911,Chapman,Josh,0,0,0,0
1007970,8019320100918,Chapman,Josh,0,0,0,0
1007970,8003120100925,Chapman,Josh,0,0,0,0
1007970,235000820101002,Chapman,Josh,0,0,0,0
1007970,8064820101009,Chapman,Josh,0,0,0,0
1007970,433000820101016,Chapman,Josh,0,0,0,0
1007970,8036520101106,Chapman,Josh,0,0,0,0
1007970,430000820101113,Chapman,Josh,0,0,0,0
1007970,254000820101118,Chapman,Josh,0,0,0,0
1007970,37000820101126,Chapman,Josh,0,0,0,0
1007970,8041620110101,Chapman,Josh,0,0,0,0
1015254,8019320100918,Dareus,Marcell,0,0,0,0
1015254,8003120100925,Dareus,Marcell,0,0,0,0
1015254,235000820101002,Dareus,Marcell,0,0,0,0
1015254,8064820101009,Dareus,Marcell,0,0,0,0
1015254,433000820101016,Dareus,Marcell,0,0,0,0
1015254,8069420101023,Dareus,Marcell,0,0,0,0
1015254,8036520101106,Dareus,Marcell,0,0,0,0
1015254,430000820101113,Dareus,Marcell,0,0,0,0
1015254,254000820101118,Dareus,Marcell,0,0,0,0
1015254,37000820101126,Dareus,Marcell,0,0,0,0
1015254,8041620110101,Dareus,Marcell,0,0,0,0
1007968,630000820100904,Davis,Luther,0,0,0,0
1007968,539000820100911,Davis,Luther,0,0,0,0
1007968,8019320100918,Davis,Luther,0,0,0,0
1007968,8064820101009,Davis,Luther,0,0,0,0
1007968,433000820101016,Davis,Luther,0,0,0,0
1007968,8036520101106,Davis,Luther,0,0,0,0
1007968,430000820101113,Davis,Luther,0,0,0,0
1007968,254000820101118,Davis,Luther,0,0,0,0
1007968,37000820101126,Davis,Luther,0,0,0,0
1007968,8041620110101,Davis,Luther,0,0,0,0
1007954,254000820101118,DeJohn,Michael,0,0,0,0
1000072,630000820100904,Dial,Preston,0,0,0,0
1000072,539000820100911,Dial,Preston,0,0,0,0
1000072,8019320100918,Dial,Preston,0,0,0,0
1000072,8003120100925,Dial,Preston,0,0,0,0
1000072,8064820101009,Dial,Preston,0,0,0,0
1000072,433000820101016,Dial,Preston,0,0,0,0
1000072,8069420101023,Dial,Preston,0,0,0,0
1000072,8036520101106,Dial,Preston,0,0,0,0
1000072,254000820101118,Dial,Preston,0,0,0,0
1000072,37000820101126,Dial,Preston,0,0,0,0
1000072,8041620110101,Dial,Preston,0,0,0,0
1022909,8003120100925,Fluker,D.J.,0,0,0,0
1022909,8041620110101,Fluker,D.J.,0,0,0,0
1030863,630000820100904,Foster,Cade,0,0,0,0
1030863,539000820100911,Foster,Cade,0,0,0,0
1030863,8019320100918,Foster,Cade,0,0,0,0
1030863,8003120100925,Foster,Cade,0,0,0,0
1030863,235000820101002,Foster,Cade,0,0,0,0
1030863,8064820101009,Foster,Cade,0,0,0,0
1030863,433000820101016,Foster,Cade,0,0,0,0
1030863,8069420101023,Foster,Cade,0,0,0,0
1030863,8036520101106,Foster,Cade,0,0,0,0
1030863,430000820101113,Foster,Cade,0,0,0,0
1030863,254000820101118,Foster,Cade,0,0,0,0
1030863,37000820101126,Foster,Cade,0,0,0,0
1030863,8041620110101,Foster,Cade,0,0,0,0
1030866,630000820100904,Fowler,Jalston,0,0,0,0
1030866,8019320100918,Fowler,Jalston,0,0,0,0
1030866,8069420101023,Fowler,Jalston,0,0,0,0
1030866,430000820101113,Fowler,Jalston,0,0,0,0
1030866,254000820101118,Fowler,Jalston,0,0,0,0
1030866,8041620110101,Fowler,Jalston,0,0,0,0
1030839,630000820100904,Fulton,John,0,0,0,0
1030839,8019320100918,Fulton,John,0,0,0,0
1030839,235000820101002,Fulton,John,0,0,0,0
1030839,8069420101023,Fulton,John,0,0,0,0
1030839,430000820101113,Fulton,John,0,0,0,0
1030839,254000820101118,Fulton,John,0,0,0,0
1007959,630000820100904,Gentry,Nick,0,0,0,0
1007959,539000820100911,Gentry,Nick,0,0,0,0
1007959,8019320100918,Gentry,Nick,0,0,0,0
1007959,8003120100925,Gentry,Nick,0,0,0,0
1007959,235000820101002,Gentry,Nick,0,0,0,0
1007959,433000820101016,Gentry,Nick,0,0,0,0
1007959,8069420101023,Gentry,Nick,0,0,0,0
1007959,8036520101106,Gentry,Nick,0,0,0,0
1007959,430000820101113,Gentry,Nick,0,0,0,0
1007959,254000820101118,Gentry,Nick,0,0,0,0
1007964,630000820100904,Gibson,Brandon,0,0,0,0
1007964,8019320100918,Gibson,Brandon,0,0,0,0
1007964,235000820101002,Gibson,Brandon,0,0,0,0
1007964,8069420101023,Gibson,Brandon,0,0,0,0
1007964,430000820101113,Gibson,Brandon,0,0,0,0
1007964,254000820101118,Gibson,Brandon,0,0,0,0
1007964,37000820101126,Gibson,Brandon,0,0,0,0
1007945,630000820100904,Goode,Demetrius,0,0,0,0
1007945,8019320100918,Goode,Demetrius,0,0,0,0
1007945,8069420101023,Goode,Demetrius,0,0,0,0
1007945,430000820101113,Goode,Demetrius,0,0,0,0
1007945,254000820101118,Goode,Demetrius,0,0,0,0
1007945,8041620110101,Goode,Demetrius,0,0,0,0
1007938,630000820100904,Hanks,Darius,0,0,0,0
1007938,539000820100911,Hanks,Darius,0,0,0,0
1007938,8019320100918,Hanks,Darius,0,0,0,0
1007938,8003120100925,Hanks,Darius,0,0,0,0
1007938,235000820101002,Hanks,Darius,0,0,0,0
1007938,8064820101009,Hanks,Darius,0,0,0,0
1007938,433000820101016,Hanks,Darius,0,0,0,0
1007938,8069420101023,Hanks,Darius,0,0,0,0
1007938,8036520101106,Hanks,Darius,0,0,0,0
1007938,430000820101113,Hanks,Darius,0,0,0,0
1007938,254000820101118,Hanks,Darius,0,0,0,0
1007938,37000820101126,Hanks,Darius,0,0,0,0
1007938,8041620110101,Hanks,Darius,0,0,0,0
1015252,8036520101106,Harbin,Glenn,0,0,0,0
1015250,630000820100904,Harris,Jerrell,0,0,0,0
1015250,539000820100911,Harris,Jerrell,0,0,0,0
1015250,8019320100918,Harris,Jerrell,0,0,0,0
1015250,8003120100925,Harris,Jerrell,0,0,0,0
1015250,8069420101023,Harris,Jerrell,0,0,0,0
1015250,254000820101118,Harris,Jerrell,0,0,0,0
1015250,8041620110101,Harris,Jerrell,0,0,0,0
1015240,630000820100904,Hightower,Dont'a,0,0,0,0
1015240,539000820100911,Hightower,Dont'a,0,0,0,0
1015240,8019320100918,Hightower,Dont'a,0,0,0,0
1015240,8003120100925,Hightower,Dont'a,0,0,0,0
